year,state,party,perc_votes
1976,South Dakota,REPUBLICAN,0.5038779026067753
1977,South Dakota,REPUBLICAN,0.5038779026067753
1978,South Dakota,REPUBLICAN,0.5038779026067753
1979,South Dakota,REPUBLICAN,0.5038779026067753
1980,South Dakota,REPUBLICAN,0.605252316884496
1981,South Dakota,REPUBLICAN,0.605252316884496
1982,South Dakota,REPUBLICAN,0.605252316884496
1983,South Dakota,REPUBLICAN,0.605252316884496
1984,South Dakota,REPUBLICAN,0.6300339450147389
1985,South Dakota,REPUBLICAN,0.6300339450147389
1986,South Dakota,REPUBLICAN,0.6300339450147389
1987,South Dakota,REPUBLICAN,0.6300339450147389
1988,South Dakota,REPUBLICAN,0.5284976245323348
1989,South Dakota,REPUBLICAN,0.5284976245323348
1990,South Dakota,REPUBLICAN,0.5284976245323348
1991,South Dakota,REPUBLICAN,0.5284976245323348
1992,South Dakota,REPUBLICAN,0.4065914457523182
1993,South Dakota,REPUBLICAN,0.4065914457523182
1994,South Dakota,REPUBLICAN,0.4065914457523182
1995,South Dakota,REPUBLICAN,0.4065914457523182
1996,South Dakota,REPUBLICAN,0.46488855125900946
1997,South Dakota,REPUBLICAN,0.46488855125900946
1998,South Dakota,REPUBLICAN,0.46488855125900946
1999,South Dakota,REPUBLICAN,0.46488855125900946
2000,South Dakota,REPUBLICAN,0.6029677268401266
2001,South Dakota,REPUBLICAN,0.6029677268401266
2002,South Dakota,REPUBLICAN,0.6029677268401266
2003,South Dakota,REPUBLICAN,0.6029677268401266
2004,South Dakota,REPUBLICAN,0.5991113171824891
2005,South Dakota,REPUBLICAN,0.5991113171824891
2006,South Dakota,REPUBLICAN,0.5991113171824891
2007,South Dakota,REPUBLICAN,0.5991113171824891
2008,South Dakota,REPUBLICAN,0.5315897637279927
2009,South Dakota,REPUBLICAN,0.5315897637279927
2010,South Dakota,REPUBLICAN,0.5315897637279927
2011,South Dakota,REPUBLICAN,0.5315897637279927
2012,South Dakota,REPUBLICAN,0.5788931187554114
2013,South Dakota,REPUBLICAN,0.5788931187554114
2014,South Dakota,REPUBLICAN,0.5788931187554114
2015,South Dakota,REPUBLICAN,0.5788931187554114
2016,South Dakota,REPUBLICAN,0.615307503789588
2017,South Dakota,REPUBLICAN,0.615307503789588
2018,South Dakota,REPUBLICAN,0.615307503789588
2019,South Dakota,REPUBLICAN,0.615307503789588
2020,South Dakota,REPUBLICAN,0.6176938967225024
1976,Tennessee,DEMOCRAT,0.5594074830696869
1977,Tennessee,DEMOCRAT,0.5594074830696869
1978,Tennessee,DEMOCRAT,0.5594074830696869
1979,Tennessee,DEMOCRAT,0.5594074830696869
1980,Tennessee,REPUBLICAN,0.48698887745917446
1981,Tennessee,REPUBLICAN,0.48698887745917446
1982,Tennessee,REPUBLICAN,0.48698887745917446
1983,Tennessee,REPUBLICAN,0.48698887745917446
1984,Tennessee,REPUBLICAN,0.5783972247550078
1985,Tennessee,REPUBLICAN,0.5783972247550078
1986,Tennessee,REPUBLICAN,0.5783972247550078
1987,Tennessee,REPUBLICAN,0.5783972247550078
1988,Tennessee,REPUBLICAN,0.5789048128342246
1989,Tennessee,REPUBLICAN,0.5789048128342246
1990,Tennessee,REPUBLICAN,0.5789048128342246
1991,Tennessee,REPUBLICAN,0.5789048128342246
1992,Tennessee,DEMOCRAT,0.47084793088803906
1993,Tennessee,DEMOCRAT,0.47084793088803906
1994,Tennessee,DEMOCRAT,0.47084793088803906
1995,Tennessee,DEMOCRAT,0.47084793088803906
1996,Tennessee,DEMOCRAT,0.4799871179264085
1997,Tennessee,DEMOCRAT,0.4799871179264085
1998,Tennessee,DEMOCRAT,0.4799871179264085
1999,Tennessee,DEMOCRAT,0.4799871179264085
2000,Tennessee,REPUBLICAN,0.5114915318076796
2001,Tennessee,REPUBLICAN,0.5114915318076796
2002,Tennessee,REPUBLICAN,0.5114915318076796
2003,Tennessee,REPUBLICAN,0.5114915318076796
2004,Tennessee,REPUBLICAN,0.5679908949136325
2005,Tennessee,REPUBLICAN,0.5679908949136325
2006,Tennessee,REPUBLICAN,0.5679908949136325
2007,Tennessee,REPUBLICAN,0.5679908949136325
2008,Tennessee,REPUBLICAN,0.5689695428289423
2009,Tennessee,REPUBLICAN,0.5689695428289423
2010,Tennessee,REPUBLICAN,0.5689695428289423
2011,Tennessee,REPUBLICAN,0.5689695428289423
2012,Tennessee,REPUBLICAN,0.5947871471993759
2013,Tennessee,REPUBLICAN,0.5947871471993759
2014,Tennessee,REPUBLICAN,0.5947871471993759
2015,Tennessee,REPUBLICAN,0.5947871471993759
2016,Tennessee,REPUBLICAN,0.6072203369421462
2017,Tennessee,REPUBLICAN,0.6072203369421462
2018,Tennessee,REPUBLICAN,0.6072203369421462
2019,Tennessee,REPUBLICAN,0.6072203369421462
2020,Tennessee,REPUBLICAN,0.6066029416628381
1976,Texas,DEMOCRAT,0.511389568072175
1977,Texas,DEMOCRAT,0.511389568072175
1978,Texas,DEMOCRAT,0.511389568072175
1979,Texas,DEMOCRAT,0.511389568072175
1980,Texas,REPUBLICAN,0.5528195126161586
1981,Texas,REPUBLICAN,0.5528195126161586
1982,Texas,REPUBLICAN,0.5528195126161586
1983,Texas,REPUBLICAN,0.5528195126161586
1984,Texas,REPUBLICAN,0.636106129961051
1985,Texas,REPUBLICAN,0.636106129961051
1986,Texas,REPUBLICAN,0.636106129961051
1987,Texas,REPUBLICAN,0.636106129961051
1988,Texas,REPUBLICAN,0.559535579585843
1989,Texas,REPUBLICAN,0.559535579585843
1990,Texas,REPUBLICAN,0.559535579585843
1991,Texas,REPUBLICAN,0.559535579585843
1992,Texas,REPUBLICAN,0.40560021111410466
1993,Texas,REPUBLICAN,0.40560021111410466
1994,Texas,REPUBLICAN,0.40560021111410466
1995,Texas,REPUBLICAN,0.40560021111410466
1996,Texas,REPUBLICAN,0.48758741645050896
1997,Texas,REPUBLICAN,0.48758741645050896
1998,Texas,REPUBLICAN,0.48758741645050896
1999,Texas,REPUBLICAN,0.48758741645050896
2000,Texas,REPUBLICAN,0.5929859946810345
2001,Texas,REPUBLICAN,0.5929859946810345
2002,Texas,REPUBLICAN,0.5929859946810345
2003,Texas,REPUBLICAN,0.5929859946810345
2004,Texas,REPUBLICAN,0.6108582276906154
2005,Texas,REPUBLICAN,0.6108582276906154
2006,Texas,REPUBLICAN,0.6108582276906154
2007,Texas,REPUBLICAN,0.6108582276906154
2008,Texas,REPUBLICAN,0.5545236045232641
2009,Texas,REPUBLICAN,0.5545236045232641
2010,Texas,REPUBLICAN,0.5545236045232641
2011,Texas,REPUBLICAN,0.5545236045232641
2012,Texas,REPUBLICAN,0.5716697746805639
2013,Texas,REPUBLICAN,0.5716697746805639
2014,Texas,REPUBLICAN,0.5716697746805639
2015,Texas,REPUBLICAN,0.5716697746805639
2016,Texas,REPUBLICAN,0.5223468557933538
2017,Texas,REPUBLICAN,0.5223468557933538
2018,Texas,REPUBLICAN,0.5223468557933538
2019,Texas,REPUBLICAN,0.5223468557933538
2020,Texas,REPUBLICAN,0.5205760360355265
1976,Utah,REPUBLICAN,0.6243473055219892
1977,Utah,REPUBLICAN,0.6243473055219892
1978,Utah,REPUBLICAN,0.6243473055219892
1979,Utah,REPUBLICAN,0.6243473055219892
1980,Utah,REPUBLICAN,0.7277754604801441
1981,Utah,REPUBLICAN,0.7277754604801441
1982,Utah,REPUBLICAN,0.7277754604801441
1983,Utah,REPUBLICAN,0.7277754604801441
1984,Utah,REPUBLICAN,0.7450179145438144
1985,Utah,REPUBLICAN,0.7450179145438144
1986,Utah,REPUBLICAN,0.7450179145438144
1987,Utah,REPUBLICAN,0.7450179145438144
1988,Utah,REPUBLICAN,0.6621896483505614
1989,Utah,REPUBLICAN,0.6621896483505614
1990,Utah,REPUBLICAN,0.6621896483505614
1991,Utah,REPUBLICAN,0.6621896483505614
1992,Utah,REPUBLICAN,0.4336463270062554
1993,Utah,REPUBLICAN,0.4336463270062554
1994,Utah,REPUBLICAN,0.4336463270062554
1995,Utah,REPUBLICAN,0.4336463270062554
1996,Utah,REPUBLICAN,0.54371278895601
1997,Utah,REPUBLICAN,0.54371278895601
1998,Utah,REPUBLICAN,0.54371278895601
1999,Utah,REPUBLICAN,0.54371278895601
2000,Utah,REPUBLICAN,0.6683014295092857
2001,Utah,REPUBLICAN,0.6683014295092857
2002,Utah,REPUBLICAN,0.6683014295092857
2003,Utah,REPUBLICAN,0.6683014295092857
2004,Utah,REPUBLICAN,0.7153594785330293
2005,Utah,REPUBLICAN,0.7153594785330293
2006,Utah,REPUBLICAN,0.7153594785330293
2007,Utah,REPUBLICAN,0.7153594785330293
2008,Utah,REPUBLICAN,0.6258386971450172
2009,Utah,REPUBLICAN,0.6258386971450172
2010,Utah,REPUBLICAN,0.6258386971450172
2011,Utah,REPUBLICAN,0.6258386971450172
2012,Utah,REPUBLICAN,0.727905331026891
2013,Utah,REPUBLICAN,0.727905331026891
2014,Utah,REPUBLICAN,0.727905331026891
2015,Utah,REPUBLICAN,0.727905331026891
2016,Utah,REPUBLICAN,0.4554081658810042
2017,Utah,REPUBLICAN,0.4554081658810042
2018,Utah,REPUBLICAN,0.4554081658810042
2019,Utah,REPUBLICAN,0.4554081658810042
2020,Utah,REPUBLICAN,0.5812983902991959
1976,Vermont,REPUBLICAN,0.5458722580504834
1977,Vermont,REPUBLICAN,0.5458722580504834
1978,Vermont,REPUBLICAN,0.5458722580504834
1979,Vermont,REPUBLICAN,0.5458722580504834
1980,Vermont,REPUBLICAN,0.4436401483363729
1981,Vermont,REPUBLICAN,0.4436401483363729
1982,Vermont,REPUBLICAN,0.4436401483363729
1983,Vermont,REPUBLICAN,0.4436401483363729
1984,Vermont,REPUBLICAN,0.579230988953833
1985,Vermont,REPUBLICAN,0.579230988953833
1986,Vermont,REPUBLICAN,0.579230988953833
1987,Vermont,REPUBLICAN,0.579230988953833
1988,Vermont,REPUBLICAN,0.510960514203051
1989,Vermont,REPUBLICAN,0.510960514203051
1990,Vermont,REPUBLICAN,0.510960514203051
1991,Vermont,REPUBLICAN,0.510960514203051
1992,Vermont,DEMOCRAT,0.46113751764750555
1993,Vermont,DEMOCRAT,0.46113751764750555
1994,Vermont,DEMOCRAT,0.46113751764750555
1995,Vermont,DEMOCRAT,0.46113751764750555
1996,Vermont,DEMOCRAT,0.5335443356329489
1997,Vermont,DEMOCRAT,0.5335443356329489
1998,Vermont,DEMOCRAT,0.5335443356329489
1999,Vermont,DEMOCRAT,0.5335443356329489
2000,Vermont,DEMOCRAT,0.5063470921619528
2001,Vermont,DEMOCRAT,0.5063470921619528
2002,Vermont,DEMOCRAT,0.5063470921619528
2003,Vermont,DEMOCRAT,0.5063470921619528
2004,Vermont,DEMOCRAT,0.5893746257712714
2005,Vermont,DEMOCRAT,0.5893746257712714
2006,Vermont,DEMOCRAT,0.5893746257712714
2007,Vermont,DEMOCRAT,0.5893746257712714
2008,Vermont,DEMOCRAT,0.6745568319560924
2009,Vermont,DEMOCRAT,0.6745568319560924
2010,Vermont,DEMOCRAT,0.6745568319560924
2011,Vermont,DEMOCRAT,0.6745568319560924
2012,Vermont,DEMOCRAT,0.665705503023823
2013,Vermont,DEMOCRAT,0.665705503023823
2014,Vermont,DEMOCRAT,0.665705503023823
2015,Vermont,DEMOCRAT,0.665705503023823
2016,Vermont,DEMOCRAT,0.5572274212321393
2017,Vermont,DEMOCRAT,0.5572274212321393
2018,Vermont,DEMOCRAT,0.5572274212321393
2019,Vermont,DEMOCRAT,0.5572274212321393
2020,Vermont,DEMOCRAT,0.6545578055250049
1976,Virginia,REPUBLICAN,0.4929332140706408
1977,Virginia,REPUBLICAN,0.4929332140706408
1978,Virginia,REPUBLICAN,0.4929332140706408
1979,Virginia,REPUBLICAN,0.4929332140706408
1980,Virginia,REPUBLICAN,0.5303279900880585
1981,Virginia,REPUBLICAN,0.5303279900880585
1982,Virginia,REPUBLICAN,0.5303279900880585
1983,Virginia,REPUBLICAN,0.5303279900880585
1984,Virginia,REPUBLICAN,0.622871610683698
1985,Virginia,REPUBLICAN,0.622871610683698
1986,Virginia,REPUBLICAN,0.622871610683698
1987,Virginia,REPUBLICAN,0.622871610683698
1988,Virginia,REPUBLICAN,0.5973519911626572
1989,Virginia,REPUBLICAN,0.5973519911626572
1990,Virginia,REPUBLICAN,0.5973519911626572
1991,Virginia,REPUBLICAN,0.5973519911626572
1992,Virginia,REPUBLICAN,0.4495736635394308
1993,Virginia,REPUBLICAN,0.4495736635394308
1994,Virginia,REPUBLICAN,0.4495736635394308
1995,Virginia,REPUBLICAN,0.4495736635394308
1996,Virginia,REPUBLICAN,0.471046187230049
1997,Virginia,REPUBLICAN,0.471046187230049
1998,Virginia,REPUBLICAN,0.471046187230049
1999,Virginia,REPUBLICAN,0.471046187230049
2000,Virginia,REPUBLICAN,0.5247372918694905
2001,Virginia,REPUBLICAN,0.5247372918694905
2002,Virginia,REPUBLICAN,0.5247372918694905
2003,Virginia,REPUBLICAN,0.5247372918694905
2004,Virginia,REPUBLICAN,0.5373195656902156
2005,Virginia,REPUBLICAN,0.5373195656902156
2006,Virginia,REPUBLICAN,0.5373195656902156
2007,Virginia,REPUBLICAN,0.5373195656902156
2008,Virginia,DEMOCRAT,0.5262946987317566
2009,Virginia,DEMOCRAT,0.5262946987317566
2010,Virginia,DEMOCRAT,0.5262946987317566
2011,Virginia,DEMOCRAT,0.5262946987317566
2012,Virginia,DEMOCRAT,0.5115645679621864
2013,Virginia,DEMOCRAT,0.5115645679621864
2014,Virginia,DEMOCRAT,0.5115645679621864
2015,Virginia,DEMOCRAT,0.5115645679621864
2016,Virginia,DEMOCRAT,0.49751352833417695
2017,Virginia,DEMOCRAT,0.49751352833417695
2018,Virginia,DEMOCRAT,0.49751352833417695
2019,Virginia,DEMOCRAT,0.49751352833417695
2020,Virginia,DEMOCRAT,0.5410951717780242
1976,Washington,REPUBLICAN,0.49997749968821
1977,Washington,REPUBLICAN,0.49997749968821
1978,Washington,REPUBLICAN,0.49997749968821
1979,Washington,REPUBLICAN,0.49997749968821
1980,Washington,REPUBLICAN,0.4965834363525127
1981,Washington,REPUBLICAN,0.4965834363525127
1982,Washington,REPUBLICAN,0.4965834363525127
1983,Washington,REPUBLICAN,0.4965834363525127
1984,Washington,REPUBLICAN,0.5609175907110208
1985,Washington,REPUBLICAN,0.5609175907110208
1986,Washington,REPUBLICAN,0.5609175907110208
1987,Washington,REPUBLICAN,0.5609175907110208
1988,Washington,DEMOCRAT,0.5004768790078343
1989,Washington,DEMOCRAT,0.5004768790078343
1990,Washington,DEMOCRAT,0.5004768790078343
1991,Washington,DEMOCRAT,0.5004768790078343
1992,Washington,DEMOCRAT,0.43410220037463415
1993,Washington,DEMOCRAT,0.43410220037463415
1994,Washington,DEMOCRAT,0.43410220037463415
1995,Washington,DEMOCRAT,0.43410220037463415
1996,Washington,DEMOCRAT,0.49840472048333573
1997,Washington,DEMOCRAT,0.49840472048333573
1998,Washington,DEMOCRAT,0.49840472048333573
1999,Washington,DEMOCRAT,0.49840472048333573
2000,Washington,DEMOCRAT,0.5015821531675426
2001,Washington,DEMOCRAT,0.5015821531675426
2002,Washington,DEMOCRAT,0.5015821531675426
2003,Washington,DEMOCRAT,0.5015821531675426
2004,Washington,DEMOCRAT,0.5282114831183694
2005,Washington,DEMOCRAT,0.5282114831183694
2006,Washington,DEMOCRAT,0.5282114831183694
2007,Washington,DEMOCRAT,0.5282114831183694
2008,Washington,DEMOCRAT,0.5765289221364835
2009,Washington,DEMOCRAT,0.5765289221364835
2010,Washington,DEMOCRAT,0.5765289221364835
2011,Washington,DEMOCRAT,0.5765289221364835
2012,Washington,DEMOCRAT,0.5616339829967276
2013,Washington,DEMOCRAT,0.5616339829967276
2014,Washington,DEMOCRAT,0.5616339829967276
2015,Washington,DEMOCRAT,0.5616339829967276
2016,Washington,DEMOCRAT,0.5253868006182659
2017,Washington,DEMOCRAT,0.5253868006182659
2018,Washington,DEMOCRAT,0.5253868006182659
2019,Washington,DEMOCRAT,0.5253868006182659
2020,Washington,DEMOCRAT,0.5797030113530306
1976,West Virginia,DEMOCRAT,0.5806951864533234
1977,West Virginia,DEMOCRAT,0.5806951864533234
1978,West Virginia,DEMOCRAT,0.5806951864533234
1979,West Virginia,DEMOCRAT,0.5806951864533234
1980,West Virginia,DEMOCRAT,0.49810834807479853
1981,West Virginia,DEMOCRAT,0.49810834807479853
1982,West Virginia,DEMOCRAT,0.49810834807479853
1983,West Virginia,DEMOCRAT,0.49810834807479853
1984,West Virginia,REPUBLICAN,0.551121181066189
1985,West Virginia,REPUBLICAN,0.551121181066189
1986,West Virginia,REPUBLICAN,0.551121181066189
1987,West Virginia,REPUBLICAN,0.551121181066189
1988,West Virginia,DEMOCRAT,0.5219811085378939
1989,West Virginia,DEMOCRAT,0.5219811085378939
1990,West Virginia,DEMOCRAT,0.5219811085378939
1991,West Virginia,DEMOCRAT,0.5219811085378939
1992,West Virginia,DEMOCRAT,0.4841482161898089
1993,West Virginia,DEMOCRAT,0.4841482161898089
1994,West Virginia,DEMOCRAT,0.4841482161898089
1995,West Virginia,DEMOCRAT,0.4841482161898089
1996,West Virginia,DEMOCRAT,0.515055958042859
1997,West Virginia,DEMOCRAT,0.515055958042859
1998,West Virginia,DEMOCRAT,0.515055958042859
1999,West Virginia,DEMOCRAT,0.515055958042859
2000,West Virginia,REPUBLICAN,0.5191521992705099
2001,West Virginia,REPUBLICAN,0.5191521992705099
2002,West Virginia,REPUBLICAN,0.5191521992705099
2003,West Virginia,REPUBLICAN,0.5191521992705099
2004,West Virginia,REPUBLICAN,0.5607071786946674
2005,West Virginia,REPUBLICAN,0.5607071786946674
2006,West Virginia,REPUBLICAN,0.5607071786946674
2007,West Virginia,REPUBLICAN,0.5607071786946674
2008,West Virginia,REPUBLICAN,0.5571034310695478
2009,West Virginia,REPUBLICAN,0.5571034310695478
2010,West Virginia,REPUBLICAN,0.5571034310695478
2011,West Virginia,REPUBLICAN,0.5571034310695478
2012,West Virginia,REPUBLICAN,0.6229584241943327
2013,West Virginia,REPUBLICAN,0.6229584241943327
2014,West Virginia,REPUBLICAN,0.6229584241943327
2015,West Virginia,REPUBLICAN,0.6229584241943327
2016,West Virginia,REPUBLICAN,0.6863057481161936
2017,West Virginia,REPUBLICAN,0.6863057481161936
2018,West Virginia,REPUBLICAN,0.6863057481161936
2019,West Virginia,REPUBLICAN,0.6863057481161936
2020,West Virginia,REPUBLICAN,0.6863155192461606
1976,Wisconsin,DEMOCRAT,0.4950336357441171
1977,Wisconsin,DEMOCRAT,0.4950336357441171
1978,Wisconsin,DEMOCRAT,0.4950336357441171
1979,Wisconsin,DEMOCRAT,0.4950336357441171
1980,Wisconsin,REPUBLICAN,0.47898774470234085
1981,Wisconsin,REPUBLICAN,0.47898774470234085
1982,Wisconsin,REPUBLICAN,0.47898774470234085
1983,Wisconsin,REPUBLICAN,0.47898774470234085
1984,Wisconsin,REPUBLICAN,0.5419315283477921
1985,Wisconsin,REPUBLICAN,0.5419315283477921
1986,Wisconsin,REPUBLICAN,0.5419315283477921
1987,Wisconsin,REPUBLICAN,0.5419315283477921
1988,Wisconsin,DEMOCRAT,0.5141403024628491
1989,Wisconsin,DEMOCRAT,0.5141403024628491
1990,Wisconsin,DEMOCRAT,0.5141403024628491
1991,Wisconsin,DEMOCRAT,0.5141403024628491
1992,Wisconsin,DEMOCRAT,0.4113155574098482
1993,Wisconsin,DEMOCRAT,0.4113155574098482
1994,Wisconsin,DEMOCRAT,0.4113155574098482
1995,Wisconsin,DEMOCRAT,0.4113155574098482
1996,Wisconsin,DEMOCRAT,0.48810952162606797
1997,Wisconsin,DEMOCRAT,0.48810952162606797
1998,Wisconsin,DEMOCRAT,0.48810952162606797
1999,Wisconsin,DEMOCRAT,0.48810952162606797
2000,Wisconsin,DEMOCRAT,0.47832819660687437
2001,Wisconsin,DEMOCRAT,0.47832819660687437
2002,Wisconsin,DEMOCRAT,0.47832819660687437
2003,Wisconsin,DEMOCRAT,0.47832819660687437
2004,Wisconsin,DEMOCRAT,0.49699717084411216
2005,Wisconsin,DEMOCRAT,0.49699717084411216
2006,Wisconsin,DEMOCRAT,0.49699717084411216
2007,Wisconsin,DEMOCRAT,0.49699717084411216
2008,Wisconsin,DEMOCRAT,0.5621778651794235
2009,Wisconsin,DEMOCRAT,0.5621778651794235
2010,Wisconsin,DEMOCRAT,0.5621778651794235
2011,Wisconsin,DEMOCRAT,0.5621778651794235
2012,Wisconsin,DEMOCRAT,0.5277616253515459
2013,Wisconsin,DEMOCRAT,0.5277616253515459
2014,Wisconsin,DEMOCRAT,0.5277616253515459
2015,Wisconsin,DEMOCRAT,0.5277616253515459
2016,Wisconsin,REPUBLICAN,0.4721818456731012
2017,Wisconsin,REPUBLICAN,0.4721818456731012
2018,Wisconsin,REPUBLICAN,0.4721818456731012
2019,Wisconsin,REPUBLICAN,0.4721818456731012
2020,Wisconsin,DEMOCRAT,0.4944953686142774
1976,Wyoming,REPUBLICAN,0.5930358250769142
1977,Wyoming,REPUBLICAN,0.5930358250769142
1978,Wyoming,REPUBLICAN,0.5930358250769142
1979,Wyoming,REPUBLICAN,0.5930358250769142
1980,Wyoming,REPUBLICAN,0.6264394809663126
1981,Wyoming,REPUBLICAN,0.6264394809663126
1982,Wyoming,REPUBLICAN,0.6264394809663126
1983,Wyoming,REPUBLICAN,0.6264394809663126
1984,Wyoming,REPUBLICAN,0.7050982176876508
1985,Wyoming,REPUBLICAN,0.7050982176876508
1986,Wyoming,REPUBLICAN,0.7050982176876508
1987,Wyoming,REPUBLICAN,0.7050982176876508
1988,Wyoming,REPUBLICAN,0.6053038498790718
1989,Wyoming,REPUBLICAN,0.6053038498790718
1990,Wyoming,REPUBLICAN,0.6053038498790718
1991,Wyoming,REPUBLICAN,0.6053038498790718
1992,Wyoming,REPUBLICAN,0.3969652398391067
1993,Wyoming,REPUBLICAN,0.3969652398391067
1994,Wyoming,REPUBLICAN,0.3969652398391067
1995,Wyoming,REPUBLICAN,0.3969652398391067
1996,Wyoming,REPUBLICAN,0.4981211980848037
1997,Wyoming,REPUBLICAN,0.4981211980848037
1998,Wyoming,REPUBLICAN,0.4981211980848037
1999,Wyoming,REPUBLICAN,0.4981211980848037
2000,Wyoming,REPUBLICAN,0.6922274313841086
2001,Wyoming,REPUBLICAN,0.6922274313841086
2002,Wyoming,REPUBLICAN,0.6922274313841086
2003,Wyoming,REPUBLICAN,0.6922274313841086
2004,Wyoming,REPUBLICAN,0.6873956885274808
2005,Wyoming,REPUBLICAN,0.6873956885274808
2006,Wyoming,REPUBLICAN,0.6873956885274808
2007,Wyoming,REPUBLICAN,0.6873956885274808
2008,Wyoming,REPUBLICAN,0.6471377459749553
2009,Wyoming,REPUBLICAN,0.6471377459749553
2010,Wyoming,REPUBLICAN,0.6471377459749553
2011,Wyoming,REPUBLICAN,0.6471377459749553
2012,Wyoming,REPUBLICAN,0.6819358518713527
2013,Wyoming,REPUBLICAN,0.6819358518713527
2014,Wyoming,REPUBLICAN,0.6819358518713527
2015,Wyoming,REPUBLICAN,0.6819358518713527
2016,Wyoming,REPUBLICAN,0.6739841105460841
2017,Wyoming,REPUBLICAN,0.6739841105460841
2018,Wyoming,REPUBLICAN,0.6739841105460841
2019,Wyoming,REPUBLICAN,0.6739841105460841
2020,Wyoming,REPUBLICAN,0.6949978994840271
